marker_number	marker_ID	chromosome_BroadS1	position_BroadS1	chromosome_reassembled	position_reassembled	cM	Reassembly_information
430	chrIV_28479446	4	28479446	4	28479446	50.6146147	congruent
431	chrIV_29406006	4	29406006	4	29406006	52.6651469	congruent
432	chrIV_29785599	4	29785599	4	29785599	54.5895129	congruent
433	chrIV_30047318	4	30047318	4	30047318	55.8201117	congruent
434	chrIV_30375117	4	30375117	4	30375117	57.6037139	congruent
435	chrIV_30590473	4	30590473	4	30590473	58.5399095	congruent
436	chrIV_30769439	4	30769439	4	30769439	59.5749616	congruent
437	chrIV_30847949	4	30847949	4	30847949	60.5145279	congruent
438	chrIV_31019699	4	31019699	4	31019699	61.3087742	congruent
439	chrIV_31078625	4	31078625	4	31078625	61.5239332	congruent
440	chrIV_31085525	4	31085525	4	31085525	61.5239333	congruent
441	chrIV_31245885	4	31245885	4	31245885	62.8006247	congruent
442	chrIV_31347117	4	31347117	4	31347117	63.7509349	congruent
443	chrIV_31632597	4	31632597	4	31632597	66.7087303	congruent
444	chrIV_31663162	4	31663162	4	31663162	66.9199302	congruent
445	chrIV_32116000	4	32116000	4	32116000	73.1722321	congruent
446	chrIV_32230020	4	32230020	4	32230020	73.5366334	congruent
447	chrIV_32309121	4	32309121	4	32309121	73.8919228	congruent
448	chrIV_32343704	4	32343704	4	32343704	74.2471945	congruent
449	chrIV_32458301	4	32458301	4	32458301	74.2471946	congruent
450	chrIV_32765181	Un	27561466	4	32765181	81.4825756	injected,reversedSense
451	chrIV_32768938	Un	27557709	4	32768938	81.4825757	injected,reversedSense
452	chrIV_32845193	Un	27481454	4	32845193	82.3169658	injected,reversedSense
453	chrIV_33018285	Un	27308362	4	33018285	82.3169659	injected,reversedSense
454	chrIV_33086012	Un	21874503	4	33086012	83.0851802	injected,normalSense
455	chrIV_33089390	Un	21877881	4	33089390	83.0851803	injected,normalSense
456	chrIV_33240501	Un	22028992	4	33240501	83.2601644	injected,normalSense
457	chrV_835974	Un	12080815	5	835974	0	injected,normalSense
458	chrV_850190	Un	12095031	5	850190	0.0000001	injected,normalSense
459	chrV_1038357	Un	12283198	5	1038357	0.0000002	injected,normalSense
460	chrV_1161719	Un	12406560	5	1161719	0.0000003	injected,normalSense
461	chrV_1164750	Un	12409591	5	1164750	0.0000004	injected,normalSense
462	chrV_1583256	Un	9875554	5	1583256	0.3553602	injected,normalSense
463	chrV_1673801	Un	9966099	5	1673801	0.3553603	injected,normalSense
464	chrV_1675466	Un	9967764	5	1675466	0.3553604	injected,normalSense
465	chrV_1873931	Un	10166229	5	1873931	0.3553605	injected,normalSense
466	chrV_2008140	Un	10300438	5	2008140	0.5328511	injected,normalSense
467	chrV_2056888	Un	10349186	5	2056888	0.5328512	injected,normalSense
468	chrV_2315632	Un	10607930	5	2315632	0.7103408	injected,normalSense
469	chrV_2492263	Un	10784561	5	2492263	0.8878293	injected,normalSense
470	chrV_2508754	Un	10801052	5	2508754	0.8878294	injected,normalSense
471	chrV_3742278	5	7086954	5	3742278	1.4214073	reversed,shifted
472	chrV_3936831	5	6892401	5	3936831	1.4214074	reversed,shifted
473	chrV_4021910	5	6807322	5	4021910	1.4214075	reversed,shifted
474	chrV_4467976	5	6361256	5	4467976	1.4214076	reversed,shifted
475	chrV_4507165	5	6322067	5	4507165	1.4214077	reversed,shifted
476	chrV_4509573	5	6319659	5	4509573	1.4214078	reversed,shifted
477	chrV_4676051	5	6153181	5	4676051	1.4214079	reversed,shifted
478	chrV_5123146	5	5706086	5	5123146	1.421408	reversed,shifted
479	chrV_5232137	5	5597095	5	5232137	1.4214081	reversed,shifted
480	chrV_5244751	5	5584481	5	5244751	1.4214082	reversed,shifted
481	chrV_5624279	5	5204953	5	5624279	1.9549608	reversed,shifted
482	chrV_6207249	5	4621983	5	6207249	2.5865423	reversed,shifted
483	chrV_6975415	5	3853817	5	6975415	4.2374315	reversed,shifted
484	chrV_7064281	5	3764951	5	7064281	4.455879	reversed,shifted
485	chrV_7072199	5	3757033	5	7072199	4.4558791	reversed,shifted
486	chrV_7177020	5	3652212	5	7177020	4.8112181	reversed,shifted
487	chrV_7471000	5	3358232	5	7471000	4.9886345	reversed,shifted
488	chrV_8336323	5	2492909	5	8336323	6.3235116	reversed,shifted
489	chrV_8996515	5	1832717	5	8996515	7.8249949	reversed,shifted
490	chrV_9180519	5	1648713	5	9180519	8.0615188	reversed,shifted
491	chrV_9363398	5	1465834	5	9363398	9.0126559	reversed,shifted
492	chrV_9880826	5	948406	5	9880826	11.4151225	reversed,shifted
493	chrV_9974183	5	855049	5	9974183	11.6012167	reversed,shifted
494	chrV_10248570	5	580662	5	10248570	11.7874258	reversed,shifted
495	chrV_10326226	5	503006	5	10326226	11.7874259	reversed,shifted
496	chrV_10909442	5	7957900	5	10909442	17.4284259	shifted
497	chrV_10975934	5	8024392	5	10975934	17.8286166	shifted
498	chrV_11127160	5	8175618	5	11127160	18.0060781	shifted
499	chrV_11136810	5	8185268	5	11136810	18.0060782	shifted
500	chrV_11163744	5	8212202	5	11163744	18.0060783	shifted
501	chrV_11190372	5	8238830	5	11190372	18.0060784	shifted
502	chrV_11311261	5	8359716	5	11311261	19.1568961	shifted
503	chrV_11845145	5	8893603	5	11845145	23.0215884	shifted
504	chrV_11982865	5	9031323	5	11982865	24.3152772	shifted
505	chrV_12039720	5	9088178	5	12039720	24.9049367	shifted
506	chrV_12450313	5	9498771	5	12450313	26.1748603	shifted
507	chrV_12576837	5	9625295	5	12576837	27.1227905	shifted
508	chrV_12788226	5	9836684	5	12788226	27.8802418	shifted
509	chrV_12803962	5	9852420	5	12803962	28.0576718	shifted
510	chrV_12876384	5	9924842	5	12876384	28.6375538	shifted
511	chrV_13397178	5	10445636	5	13397178	34.4466995	shifted
512	chrV_13425706	5	10474164	5	13425706	34.6528913	shifted
513	chrV_13442823	5	10491281	5	13442823	34.6528914	shifted
514	chrV_13972293	5	11719344	5	13972293	42.2945874	reversed,shifted
515	chrV_14023102	5	11668535	5	14023102	42.4718932	reversed,shifted
516	chrV_14031080	5	11660557	5	14031080	42.6491645	reversed,shifted
517	chrV_14360249	5	11331388	5	14360249	46.7407771	reversed,shifted
518	chrV_14417220	5	11274417	5	14417220	46.958388	reversed,shifted
519	chrV_14566969	5	11124668	5	14566969	47.156713	reversed,shifted
520	chrV_14735523	5	11783981	5	14735523	48.9630271	shifted
521	chrV_14903440	5	11951898	5	14903440	49.1452663	shifted
522	chrV_14915504	5	11963962	5	14915504	49.1452664	shifted
523	chrV_15241225	Un	25951943	5	15241225	49.8571232	injected,reversedSense
524	chrV_15323699	Un	25869469	5	15323699	49.8571233	injected,reversedSense
525	chrV_15353042	Un	25840126	5	15353042	49.8571234	injected,reversedSense
526	chrV_15484696	Un	25708472	5	15484696	50.029601	injected,reversedSense
527	chrVI_403058	Un	15142510	6	403058	0	injected,normalSense
528	chrVI_507269	Un	15246721	6	507269	0.0000001	injected,normalSense
529	chrVI_589622	Un	15329074	6	589622	0.381791	injected,normalSense
530	chrVI_1881746	6	3176945	6	1881746	4.7273925	reversed,shifted
531	chrVI_2164159	6	2894532	6	2164159	4.7273926	reversed,shifted
532	chrVI_2748932	6	2309759	6	2748932	5.9775903	reversed,shifted
533	chrVI_2932346	6	2126345	6	2932346	6.1549805	reversed,shifted
534	chrVI_3084519	6	1974172	6	3084519	7.0460365	reversed,shifted
535	chrVI_3387603	6	1671088	6	3387603	8.1944424	reversed,shifted
536	chrVI_3581098	6	1477593	6	3581098	8.6505019	reversed,shifted
537	chrVI_3597878	6	1460813	6	3597878	8.650502	reversed,shifted
538	chrVI_3680465	6	1378226	6	3680465	9.0058213	reversed,shifted
539	chrVI_3709803	6	1348888	6	3709803	9.0058214	reversed,shifted
540	chrVI_3901015	6	1157676	6	3901015	9.2423326	reversed,shifted
541	chrVI_4048111	6	1010580	6	4048111	9.7166342	reversed,shifted
542	chrVI_4104266	6	954425	6	4104266	9.8940999	reversed,shifted
543	chrVI_4117527	6	941164	6	4117527	9.8941	reversed,shifted
544	chrVI_4219216	6	839475	6	4219216	9.8941001	reversed,shifted
545	chrVI_5646289	6	4644378	6	5646289	14.0773926	shifted
546	chrVI_5693038	6	4691127	6	5693038	14.254657	shifted
547	chrVI_5805129	6	4803218	6	5805129	14.4321214	shifted
548	chrVI_5850536	6	4848625	6	5850536	14.7531758	shifted
549	chrVI_6120206	6	5118295	6	6120206	16.3980384	shifted
550	chrVI_6348048	6	5346137	6	6348048	16.3980385	shifted
551	chrVI_6382825	6	5380914	6	6382825	16.5755041	shifted
552	chrVI_7009426	6	6007515	6	7009426	17.2874703	shifted
553	chrVI_7026510	6	6024599	6	7026510	17.2874704	shifted
554	chrVI_7167226	6	6165315	6	7167226	17.6934246	shifted
555	chrVI_7547205	6	6545294	6	7547205	18.507991	shifted
556	chrVI_7972432	6	6970521	6	7972432	18.7106306	shifted
557	chrVI_8289503	6	7287592	6	8289503	19.0659125	shifted
558	chrVI_9012147	6	8010236	6	9012147	19.5993651	shifted
559	chrVI_9077829	6	8075918	6	9077829	19.9546348	shifted
560	chrVI_9098915	6	8097004	6	9098915	19.9546349	shifted
561	chrVI_9365407	6	8363496	6	9365407	20.1762188	shifted
562	chrVI_9828765	6	8826854	6	9828765	20.8437923	shifted
563	chrVI_10147232	6	9145321	6	10147232	21.6752072	shifted
564	chrVI_10208750	6	9206839	6	10208750	22.0894907	shifted
565	chrVI_10314471	6	9312560	6	10314471	22.0894908	shifted
566	chrVI_10826102	6	9824191	6	10826102	23.6989632	shifted
567	chrVI_10841962	6	9840051	6	10841962	23.6989633	shifted
568	chrVI_10889798	6	9887887	6	10889798	23.6989634	shifted
569	chrVI_10965173	6	9963262	6	10965173	23.6989635	shifted
570	chrVI_10982155	6	9980244	6	10982155	23.8764295	shifted
571	chrVI_11034362	6	10032451	6	11034362	23.8764296	shifted
572	chrVI_11191945	6	10190034	6	11191945	23.8764297	shifted
573	chrVI_11526214	6	10524303	6	11526214	24.0538946	shifted
574	chrVI_11536260	6	10534349	6	11536260	24.0538947	shifted
575	chrVI_11595645	6	10593734	6	11595645	24.2313595	shifted
576	chrVI_11756587	6	10754676	6	11756587	24.2313596	shifted
577	chrVI_11957578	6	10955667	6	11957578	24.9431971	shifted
578	chrVI_11988588	6	10986677	6	11988588	24.9431972	shifted
579	chrVI_12007645	6	11005734	6	12007645	25.1206621	shifted
580	chrVI_12048242	6	11046331	6	12048242	25.1206622	shifted
581	chrVI_12208581	6	11206670	6	12208581	25.1206623	shifted
582	chrVI_12383004	6	11381093	6	12383004	26.0112656	shifted
583	chrVI_12423522	6	11421611	6	12423522	26.2330188	shifted
584	chrVI_12579830	6	11577919	6	12579830	26.4547921	shifted
585	chrVI_12865407	6	11863496	6	12865407	26.899244	shifted
586	chrVI_13011129	6	12009218	6	13011129	26.8992441	shifted
587	chrVI_13243221	6	12241310	6	13243221	27.7897804	shifted
588	chrVI_13605510	6	12603599	6	13605510	28.6803836	shifted
589	chrVI_13735445	6	12733534	6	13735445	28.9168437	shifted
590	chrVI_13969208	6	12967297	6	13969208	29.3910232	shifted
591	chrVI_14011748	6	13009837	6	14011748	29.3910233	shifted
592	chrVI_14135759	6	13133848	6	14135759	29.391027	shifted
593	chrVI_14173517	6	13171606	6	14173517	29.5684748	shifted
594	chrVI_14299538	6	13297627	6	14299538	30.1018975	shifted
595	chrVI_14306356	6	13304445	6	14306356	30.1018976	shifted
596	chrVI_15012892	6	14010981	6	15012892	33.9447258	shifted
597	chrVI_15256203	6	14254292	6	15256203	36.5201005	shifted
598	chrVI_15390030	6	14388119	6	15390030	37.1906955	shifted
599	chrVI_15413060	6	14411149	6	15413060	37.4932938	shifted
600	chrVI_15414802	6	14412891	6	15414802	37.4932939	shifted
601	chrVI_15521578	6	14519667	6	15521578	38.5644048	shifted
602	chrVI_15587613	6	14585702	6	15587613	39.096289	shifted
603	chrVI_15683518	6	14681607	6	15683518	39.9707601	shifted
604	chrVI_15787479	6	14785568	6	15787479	40.8452698	shifted
605	chrVI_15876423	6	14874512	6	15876423	41.2326011	shifted
606	chrVI_16087927	6	15086016	6	16087927	42.6456166	shifted
607	chrVI_16173170	6	15171259	6	16173170	44.3319849	shifted
608	chrVI_16238998	6	15237087	6	16238998	46.4234452	shifted
609	chrVI_16272882	6	15270971	6	16272882	46.6007933	shifted
610	chrVI_16294696	6	15292785	6	16294696	47.1341738	shifted
611	chrVI_16297384	6	15295473	6	16297384	47.1341739	shifted
612	chrVI_16422111	6	15420200	6	16422111	48.5630133	shifted
613	chrVI_16668769	6	15666858	6	16668769	52.2573178	shifted
614	chrVI_16803650	6	15801739	6	16803650	53.5632273	shifted
615	chrVI_17174072	6	16172161	6	17174072	57.4164335	shifted
616	chrVI_17492779	6	16490868	6	17492779	59.5394473	shifted
617	chrVI_17540595	6	16538684	6	17540595	59.921332	shifted
618	chrVI_17726629	6	16724718	6	17726629	59.9213321	shifted
619	chrVI_18089598	Un	33196456	6	18089598	60.4546329	injected,normalSense
620	chrVI_18118435	Un	33225293	6	18118435	60.454633	injected,normalSense
621	chrVI_18152011	Un	33258869	6	18152011	60.4546331	injected,normalSense
622	chrVI_18159106	Un	33265964	6	18159106	60.4546332	injected,normalSense
623	chrVI_18192714	Un	33299572	6	18192714	60.4546333	injected,normalSense
624	chrVII_425151	7	425151	7	425151	0	congruent
625	chrVII_1100590	7	1100590	7	1100590	2.9666883	congruent
626	chrVII_1191114	7	1191114	7	1191114	3.5912042	congruent
627	chrVII_1312879	7	1312879	7	1312879	4.4816904	congruent
628	chrVII_1449333	7	1449333	7	1449333	5.015013	congruent
629	chrVII_1526446	7	1526446	7	1526446	5.5814226	congruent
630	chrVII_2681223	7	2681223	7	2681223	10.8510355	congruent
631	chrVII_2689863	7	2689863	7	2689863	10.8510356	congruent
632	chrVII_2724507	7	2724507	7	2724507	10.8510357	congruent
633	chrVII_2822541	7	2822541	7	2822541	11.1445201	congruent
634	chrVII_2979646	7	2979646	7	2979646	11.748442	congruent
635	chrVII_3054493	7	3054493	7	3054493	12.1250331	congruent
636	chrVII_4200604	7	4200604	7	4200604	22.9742444	congruent
637	chrVII_4315400	7	4315400	7	4315400	23.5673125	congruent
638	chrVII_4400747	7	4400747	7	4400747	24.5709185	congruent
639	chrVII_4970139	7	4970139	7	4970139	26.2424328	congruent
640	chrVII_5132335	7	5132335	7	5132335	27.0723655	congruent
641	chrVII_5242300	7	5242300	7	5242300	27.6315551	congruent
642	chrVII_6717363	7	6717363	7	6717363	30.8468078	congruent
643	chrVII_6786381	7	6786381	7	6786381	31.0336237	congruent
644	chrVII_6790304	7	6790304	7	6790304	31.0336238	congruent
645	chrVII_6951931	7	6951931	7	6951931	31.0336239	congruent
646	chrVII_6979666	7	6979666	7	6979666	31.033624	congruent
647	chrVII_7793574	7	7793574	7	7793574	33.7326813	congruent
648	chrVII_7907507	7	7907507	7	7907507	33.9100056	congruent
649	chrVII_8482600	7	8482600	7	8482600	34.2652511	congruent
650	chrVII_8687337	7	8687337	7	8687337	34.7393989	congruent
651	chrVII_8833524	7	8833524	7	8833524	34.9758814	congruent
652	chrVII_9020343	7	9020343	7	9020343	34.9758815	congruent
653	chrVII_9127448	7	9127448	7	9127448	35.1533407	congruent
654	chrVII_9261517	7	9261517	7	9261517	35.1533408	congruent
655	chrVII_9265484	7	9265484	7	9265484	35.1533409	congruent
656	chrVII_9515591	7	9515591	7	9515591	35.3308002	congruent
657	chrVII_9549817	7	9549817	7	9549817	35.3308003	congruent
658	chrVII_9744915	7	9744915	7	9744915	35.3308004	congruent
659	chrVII_10034956	7	10034956	7	10034956	35.3308005	congruent
660	chrVII_10638134	Un	7982879	7	10638134	35.5082597	injected,normalSense
661	chrVII_10911483	Un	8256228	7	10911483	35.5082598	injected,normalSense
662	chrVII_11083696	Un	8428441	7	11083696	35.5082599	injected,normalSense
663	chrVII_11308045	Un	8652790	7	11308045	35.50826	injected,normalSense
664	chrVII_11796884	Un	9141629	7	11796884	35.5082601	injected,normalSense
665	chrVII_11903706	Un	9248451	7	11903706	35.5082602	injected,normalSense
666	chrVII_12126376	Un	9471121	7	12126376	35.508264	injected,normalSense
667	chrVII_12424117	7	10675937	7	12424117	35.6857195	shifted
668	chrVII_13135048	7	11386868	7	13135048	35.6857196	shifted
669	chrVII_13160624	7	11412444	7	13160624	35.6857197	shifted
670	chrVII_13724151	7	11975971	7	13724151	35.6857198	shifted
671	chrVII_13901310	7	12153130	7	13901310	35.6857199	shifted
672	chrVII_14395798	7	12647618	7	14395798	36.0409531	shifted
673	chrVII_14539267	7	12791087	7	14539267	36.0409532	shifted
674	chrVII_14554479	7	12806299	7	14554479	36.0409533	shifted
675	chrVII_14578236	7	12830056	7	14578236	36.0409534	shifted
676	chrVII_14825860	7	13077680	7	14825860	36.0409535	shifted
677	chrVII_14909454	7	13161274	7	14909454	36.0409536	shifted
678	chrVII_14919794	7	13171614	7	14919794	36.0409537	shifted
679	chrVII_15032008	7	13283828	7	15032008	36.0409538	shifted
680	chrVII_15274706	7	13526526	7	15274706	36.2184142	shifted
681	chrVII_15281541	7	13533361	7	15281541	36.2184143	shifted
682	chrVII_15309163	7	13560983	7	15309163	36.2184144	shifted
683	chrVII_15424212	7	13676032	7	15424212	36.2184145	shifted
684	chrVII_15469330	7	13721150	7	15469330	36.2184146	shifted
685	chrVII_15854348	7	14106168	7	15854348	36.5736524	shifted
686	chrVII_16176367	7	14428187	7	16176367	36.5736525	shifted
687	chrVII_16778455	7	15030275	7	16778455	36.5736526	shifted
688	chrVII_17578001	7	15829821	7	17578001	36.5736527	shifted
689	chrVII_17714428	7	15966248	7	17714428	36.5736528	shifted
690	chrVII_17919724	7	16171544	7	17919724	36.8289826	shifted
691	chrVII_18108184	7	16360004	7	18108184	36.8289827	shifted
692	chrVII_18510684	7	16762504	7	18510684	37.1560952	shifted
693	chrVII_18558565	7	16810385	7	18558565	37.365326	shifted
694	chrVII_19269498	7	17521318	7	19269498	37.9951719	shifted
695	chrVII_19282597	7	17534417	7	19282597	37.995172	shifted
696	chrVII_19379709	7	17631529	7	19379709	37.9951721	shifted
697	chrVII_19440876	7	17692696	7	19440876	37.9951722	shifted
698	chrVII_19526326	7	17778146	7	19526326	37.9951723	shifted
699	chrVII_19556451	7	17808271	7	19556451	37.9951724	shifted
700	chrVII_19688089	7	17939909	7	19688089	38.4382618	shifted
701	chrVII_20727491	7	18979311	7	20727491	39.778373	shifted
702	chrVII_20796748	7	19048568	7	20796748	39.7783731	shifted
703	chrVII_21333217	7	19585037	7	21333217	40.311739	shifted
704	chrVII_21437081	7	19688901	7	21437081	40.3117391	shifted
705	chrVII_21467155	7	19718975	7	21467155	40.3117392	shifted
706	chrVII_21607303	7	19859123	7	21607303	40.3117393	shifted
707	chrVII_21681345	7	19933165	7	21681345	40.6669907	shifted
708	chrVII_21850988	7	20102808	7	21850988	40.6669908	shifted
709	chrVII_22066651	7	20318471	7	22066651	40.8444555	shifted
710	chrVII_22073835	7	20325655	7	22073835	40.8444556	shifted
711	chrVII_23269216	7	21521036	7	23269216	42.3984309	shifted
712	chrVII_23499750	7	21751570	7	23499750	42.398431	shifted
713	chrVII_23813730	7	22065550	7	23813730	43.0898438	shifted
714	chrVII_24455802	7	22707622	7	24455802	44.7773863	shifted
715	chrVII_24753100	7	23004920	7	24753100	45.6330746	shifted
716	chrVII_24759796	7	23011616	7	24759796	45.6330747	shifted
717	chrVII_24930426	7	23182246	7	24930426	46.1986664	shifted
718	chrVII_24974970	7	23226790	7	24974970	46.5538438	shifted
719	chrVII_25187078	7	23438898	7	25187078	47.9826677	shifted
720	chrVII_25590095	7	23841915	7	25590095	47.9826678	shifted
721	chrVII_25975294	7	24227114	7	25975294	51.4117368	shifted
722	chrVII_26176152	7	24427972	7	26176152	52.4808697	shifted
723	chrVII_26334937	7	24586757	7	26334937	52.6728648	shifted
724	chrVII_26772536	7	25024356	7	26772536	54.7658759	shifted
725	chrVII_26938681	7	25190501	7	26938681	56.2359122	shifted
726	chrVII_27261544	7	25513364	7	27261544	59.8469929	shifted
727	chrVII_27314505	7	25566325	7	27314505	60.3208775	shifted
728	chrVII_27346177	7	25597997	7	27346177	60.5573457	shifted
729	chrVII_27354943	7	25606763	7	27354943	60.5573458	shifted
730	chrVII_27569678	7	25821498	7	27569678	62.2981268	shifted
731	chrVII_27622353	7	25874173	7	27622353	62.9273188	shifted
732	chrVII_27843583	7	26095403	7	27843583	64.5651457	shifted
733	chrVII_28132269	7	26384089	7	28132269	66.6355551	shifted
734	chrVII_28147713	7	26399533	7	28147713	66.6355552	shifted
735	chrVII_28176194	7	26428014	7	28176194	66.8281554	shifted
736	chrVII_28282826	7	26534646	7	28282826	68.8455214	shifted
737	chrVII_28792655	7	27044475	7	28792655	72.7499517	shifted
738	chrVII_28799863	7	27051683	7	28799863	72.9384811	shifted
739	chrVIII_1094730	8	1094730	8	1094730	0	congruent
740	chrVIII_1191744	8	1191744	8	1191744	0.0000001	congruent
741	chrVIII_1547346	8	1547346	8	1547346	1.6450182	congruent
742	chrVIII_1697501	8	1697501	8	1697501	2.1854309	congruent
743	chrVIII_2438251	8	2438251	8	2438251	5.3465479	congruent
744	chrVIII_3279438	8	3279438	8	3279438	10.4872793	congruent
745	chrVIII_3339670	8	3339670	8	3339670	11.0369836	congruent
746	chrVIII_3346559	8	3346559	8	3346559	11.0369837	congruent
747	chrVIII_3360590	8	3360590	8	3360590	11.214415	congruent
748	chrVIII_3716823	8	3716823	8	3716823	12.0695723	congruent
749	chrVIII_3812237	8	3812237	8	3812237	12.2822082	congruent
750	chrVIII_3940602	8	3940602	8	3940602	12.459668	congruent
751	chrVIII_3972175	8	3972175	8	3972175	12.6371165	congruent
752	chrVIII_4021860	8	4021860	8	4021860	13.051634	congruent
753	chrVIII_4072681	8	4072681	8	4072681	13.2585299	congruent
754	chrVIII_4250749	8	4250749	8	4250749	13.8813123	congruent
755	chrVIII_4265000	8	4265000	8	4265000	13.8813124	congruent
756	chrVIII_4349580	8	4349580	8	4349580	14.2365734	congruent
757	chrVIII_4370307	8	4370307	8	4370307	14.2365735	congruent
758	chrVIII_4672670	8	4672670	8	4672670	14.4140383	congruent
759	chrVIII_4689088	8	4689088	8	4689088	14.4140384	congruent
760	chrVIII_4728002	8	4728002	8	4728002	14.4140385	congruent
761	chrVIII_4976511	8	4976511	8	4976511	15.7244885	congruent
762	chrVIII_6437224	8	6437224	8	6437224	18.2230885	congruent
763	chrVIII_7518580	8	7518580	8	7518580	19.068742	congruent
764	chrVIII_7856752	8	7856752	8	7856752	19.6345823	congruent
765	chrVIII_9762849	8	9762849	8	9762849	22.117299	congruent
766	chrVIII_10224305	8	10224305	8	10224305	22.1172991	congruent
767	chrVIII_10297536	8	10297536	8	10297536	22.1172992	congruent
768	chrVIII_11554739	8	11554739	8	11554739	23.1075454	congruent
769	chrVIII_12280091	8	12280091	8	12280091	23.8986201	congruent
770	chrVIII_12335288	8	12335288	8	12335288	23.8986202	congruent
771	chrVIII_12532227	8	12532227	8	12532227	23.8986203	congruent
772	chrVIII_12551673	8	12551673	8	12551673	23.8986204	congruent
773	chrVIII_12554906	8	12554906	8	12554906	23.8986205	congruent
774	chrVIII_12596803	8	12596803	8	12596803	23.8986206	congruent
775	chrVIII_12722791	8	12722791	8	12722791	24.156558	congruent
776	chrVIII_12811458	8	12811458	8	12811458	24.4679795	congruent
777	chrVIII_12836874	8	12836874	8	12836874	24.4679796	congruent
778	chrVIII_12869035	8	12869035	8	12869035	24.4679797	congruent
779	chrVIII_13135074	8	13135074	8	13135074	25.6539371	congruent
780	chrVIII_13364245	8	13364245	8	13364245	25.857112	congruent
781	chrVIII_13586623	8	13586623	8	13586623	26.3904438	congruent
782	chrVIII_14091256	8	14091256	8	14091256	27.4601429	congruent
783	chrVIII_14145406	8	14145406	8	14145406	27.6933608	congruent
784	chrVIII_14149245	8	14149245	8	14149245	27.6933609	congruent
785	chrVIII_14166631	8	14166631	8	14166631	28.2013682	congruent
786	chrVIII_14757905	8	14757905	8	14757905	29.4296407	congruent
787	chrVIII_15029927	8	15029927	8	15029927	30.6263345	congruent
788	chrVIII_15072896	8	15072896	8	15072896	30.8456607	congruent
789	chrVIII_15093665	8	15093665	8	15093665	30.8456608	congruent
790	chrVIII_15261306	8	15261306	8	15261306	32.2747718	congruent
791	chrVIII_15321058	8	15321058	8	15321058	32.2747719	congruent
792	chrVIII_15338487	8	15338487	8	15338487	32.4642343	congruent
793	chrVIII_16066742	8	16066742	8	16066742	36.2956576	congruent
794	chrVIII_16224523	8	16224523	8	16224523	37.660388	congruent
795	chrVIII_16247484	8	16247484	8	16247484	37.9035217	congruent
796	chrVIII_16515184	8	16515184	8	16515184	39.8354536	congruent
797	chrVIII_16563085	8	16563085	8	16563085	40.0128073	congruent
798	chrVIII_16681552	8	16681552	8	16681552	40.7778205	congruent
799	chrVIII_17256708	8	17256708	8	17256708	47.3504249	congruent
800	chrVIII_17286561	8	17286561	8	17286561	47.5317409	congruent
801	chrVIII_17389682	8	17389682	8	17389682	48.0778577	congruent
802	chrVIII_17408602	8	17408602	8	17408602	48.0778578	congruent
803	chrVIII_17444137	8	17444137	8	17444137	48.0778579	congruent
804	chrVIII_17550104	8	17550104	8	17550104	48.7896249	congruent
805	chrVIII_17555518	8	17555518	8	17555518	48.789625	congruent
806	chrVIII_17595927	8	17595927	8	17595927	49.1931054	congruent
807	chrVIII_17716252	8	17716252	8	17716252	50.9370427	congruent
808	chrVIII_17921865	8	17921865	8	17921865	52.3187782	congruent
809	chrVIII_18000939	8	18000939	8	18000939	52.8731134	congruent
810	chrVIII_18120997	8	18120997	8	18120997	53.4724172	congruent
811	chrVIII_18142786	8	18142786	8	18142786	54.8205721	congruent
812	chrVIII_18228946	8	18228946	8	18228946	55.3357066	congruent
813	chrVIII_18257821	8	18257821	8	18257821	55.5683313	congruent
814	chrVIII_18268378	8	18268378	8	18268378	55.5683314	congruent
815	chrVIII_18364603	8	18364603	8	18364603	56.4127931	congruent
816	chrVIII_18882338	8	18882338	8	18882338	57.8363018	congruent
817	chrVIII_19083871	8	19083871	8	19083871	58.421282	congruent
818	chrVIII_19362031	8	19362031	8	19362031	58.4212821	congruent
819	chrIX_166583	9	166583	9	166583	0	congruent
820	chrIX_247017	9	247017	9	247017	0.0000001	congruent
821	chrIX_268182	9	268182	9	268182	0.0000002	congruent
822	chrIX_621952	9	621952	9	621952	1.5309945	congruent
823	chrIX_819101	9	819101	9	819101	1.9641272	congruent
824	chrIX_856713	9	856713	9	856713	2.3193704	congruent
825	chrIX_1204167	9	1204167	9	1204167	3.3894918	congruent
826	chrIX_1254658	9	1254658	9	1254658	3.7447164	congruent
827	chrIX_1486919	9	1486919	9	1486919	4.635547	congruent
828	chrIX_1560857	9	1560857	9	1560857	5.4849969	congruent
829	chrIX_1677322	9	1677322	9	1677322	6.8368362	congruent
830	chrIX_1702357	9	1702357	9	1702357	7.2083629	congruent
831	chrIX_1887334	9	1887334	9	1887334	9.4647642	congruent
832	chrIX_1955021	9	1955021	9	1955021	10.1765335	congruent
833	chrIX_2053770	9	2053770	9	2053770	11.4096445	congruent
834	chrIX_2083883	9	2083883	9	2083883	11.7132146	congruent
835	chrIX_2195513	9	2195513	9	2195513	12.0957118	congruent
836	chrIX_2222747	9	2222747	9	2222747	12.2866993	congruent
837	chrIX_2343163	9	2343163	9	2343163	12.6692093	congruent
838	chrIX_2800793	9	2800793	9	2800793	12.8466706	congruent
839	chrIX_2855254	9	2855254	9	2855254	12.8466707	congruent
840	chrIX_2992264	9	2992264	9	2992264	12.8466708	congruent
841	chrIX_3744470	9	3744470	9	3744470	13.2019629	congruent
842	chrIX_4603505	9	17599885	9	4603505	13.3794267	reversed
